function_id,attempt,response_text,sas_score,function_code_preview
tier2_025_render,1.0,"This function renders a given object into an iterable of `Segment` instances according to the console protocol, handling various types of objects and options.",,"# Source : https://github.com/Textualize/rich/blob/master/rich/console.py (line 1300)
# License: MIT
# Complexity: 9
# Tier   : tier2

def render(
    self, renderable: RenderableType, options: Optional[ConsoleOptions] = None
) -> Iterable[Segment]:
    """"""Render an object in to an iterable of `Segment` instances.

    This method contains the logic for rendering objects with the console protocol.
    You are unlikely to need to use it directly, unless you are extending the library.

    Args:
        renderable (RenderableType): An object supporting the console protocol, or
            an obj"
tier3_001_visit_function,1.0,"This function generates a SQL string representation of a given Python function, including its name and any arguments it takes.",,"# Source : https://github.com/sqlalchemy/sqlalchemy/blob/main/lib/sqlalchemy/sql/compiler.py (line 3099)
# License: MIT
# Complexity: 12
# Tier   : tier3

def visit_function(
    self,
    func: Function[Any],
    add_to_result_map: Optional[_ResultMapAppender] = None,
    **kwargs: Any,
) -> str:
    if self._collect_params:
        self._add_to_params(func)
    if add_to_result_map is not None:
        add_to_result_map(func.name, func.name, (func.name,), func.type)

    disp = getattr(self, ""visit_%s_func"" % func.name.lower(), None)

    text: str

    if disp:
        text = disp(func, **k"
tier3_002__collapse_widths,1.0,This function reduces the widths of columns in a table to fit within a specified maximum width while allowing some columns to potentially shrink if they are wrapable.,,"# Source : https://github.com/Textualize/rich/blob/master/rich/table.py (line 589)
# License: MIT
# Complexity: 14
# Tier   : tier3

def _collapse_widths(
    cls, widths: List[int], wrapable: List[bool], max_width: int
) -> List[int]:
    """"""Reduce widths so that the total is under max_width.

    Args:
        widths (List[int]): List of widths.
        wrapable (List[bool]): List of booleans that indicate if a column may shrink.
        max_width (int): Maximum width to reduce to.

    Returns:
        List[int]: A new list of widths.
    """"""
    total_width = sum(widths)
    excess_width ="
tier3_003_visit_compound_select,1.0,"This function generates the SQL code for a compound select statement, which is a SELECT statement that combines multiple sub-queries or other SELECT statements.",,"# Source : https://github.com/sqlalchemy/sqlalchemy/blob/main/lib/sqlalchemy/sql/compiler.py (line 3159)
# License: MIT
# Complexity: 13
# Tier   : tier3

def visit_compound_select(
    self, cs, asfrom=False, compound_index=None, **kwargs
):
    if self._collect_params:
        self._add_to_params(cs)
    toplevel = not self.stack

    compile_state = cs._compile_state_factory(cs, self, **kwargs)

    if toplevel and not self.compile_state:
        self.compile_state = compile_state

    compound_stmt = compile_state.statement

    entry = self._default_stack_entry if toplevel else self.stack"
tier3_004_request_params_to_args,1.0,"This function takes in a list of model fields and received parameters (which can be query parameters, headers, or multidict), extracts the relevant values from the received parameters, validates them against the model fields, and returns a dictionary of validated values and any validation errors.",,"# Source : https://github.com/fastapi/fastapi/blob/master/fastapi/dependencies/utils.py (line 751)
# License: MIT
# Complexity: 20
# Tier   : tier3

def request_params_to_args(
    fields: Sequence[ModelField],
    received_params: Mapping[str, Any] | QueryParams | Headers,
) -> tuple[dict[str, Any], list[Any]]:
    values: dict[str, Any] = {}
    errors: list[dict[str, Any]] = []

    if not fields:
        return values, errors

    first_field = fields[0]
    fields_to_extract = fields
    single_not_embedded_field = False
    default_convert_underscores = True
    if len(fields) == 1 and l"
tier3_005__arguments_schema,1.0,"This function generates a schema for the arguments of a Python function, including support for positional-only parameters, variable-length argument lists, and keyword-only parameters with typed dictionaries.",,"# Source : https://github.com/pydantic/pydantic/blob/main/pydantic/_internal/_generate_schema.py (line 1955)
# License: MIT
# Complexity: 16
# Tier   : tier3

def _arguments_schema(
    self, function: ValidateCallSupportedTypes, parameters_callback: ParametersCallback | None = None
) -> core_schema.ArgumentsSchema:
    """"""Generate schema for a Signature.""""""
    mode_lookup: dict[_ParameterKind, Literal['positional_only', 'positional_or_keyword', 'keyword_only']] = {
        Parameter.POSITIONAL_ONLY: 'positional_only',
        Parameter.POSITIONAL_OR_KEYWORD: 'positional_or_keyword',
        "
tier3_006__register_persistent,1.0,"This function registers all persistent objects from a flush operation in an ORM session, handling object identity key updates and ensuring consistency with the database.",,"# Source : https://github.com/sqlalchemy/sqlalchemy/blob/main/lib/sqlalchemy/orm/session.py (line 3396)
# License: MIT
# Complexity: 18
# Tier   : tier3

def _register_persistent(self, states: Set[InstanceState[Any]]) -> None:
    """"""Register all persistent objects from a flush.

    This is used both for pending objects moving to the persistent
    state as well as already persistent objects.

    """"""

    pending_to_persistent = self.dispatch.pending_to_persistent or None
    for state in states:
        mapper = _state_mapper(state)

        # prevent against last minute dereferences of the"
tier3_007_visit_column,1.0,"This function generates a SQL column reference string based on the provided column object and various optional parameters, including table names, aliases, and result mapping.",,"# Source : https://github.com/sqlalchemy/sqlalchemy/blob/main/lib/sqlalchemy/sql/compiler.py (line 2675)
# License: MIT
# Complexity: 17
# Tier   : tier3

def visit_column(
    self,
    column: ColumnClause[Any],
    add_to_result_map: Optional[_ResultMapAppender] = None,
    include_table: bool = True,
    result_map_targets: Tuple[Any, ...] = (),
    ambiguous_table_name_map: Optional[_AmbiguousTableNameMap] = None,
    **kwargs: Any,
) -> str:
    name = orig_name = column.name
    if name is None:
        name = self._fallback_column_name(column)

    is_literal = column.is_literal
    if"
tier3_008___init__,1.0,"This function initializes a Celery application object, setting up various attributes such as task classes, logging, and configuration options, while also registering the app with Celery's internal framework.",,"# Source : https://github.com/celery/celery/blob/main/celery/app/base.py (line 317)
# License: BSD-3
# Complexity: 17
# Tier   : tier3

def __init__(self, main=None, loader=None, backend=None,
             amqp=None, events=None, log=None, control=None,
             set_as_current=True, tasks=None, broker=None, include=None,
             changes=None, config_source=None, fixups=None, task_cls=None,
             autofinalize=True, namespace=None, strict_typing=True,
             **kwargs):

    self._local = threading.local()
    self._backend_cache = None

    self.clock = LamportClock()
    s"
tier3_009__enum_schema,1.0,"This function generates a JSON schema for an enumeration type in Pydantic, allowing it to be used in serialization and validation processes.",,"# Source : https://github.com/pydantic/pydantic/blob/main/pydantic/_internal/_generate_schema.py (line 395)
# License: MIT
# Complexity: 11
# Tier   : tier3

def _enum_schema(self, enum_type: type[Enum]) -> CoreSchema:
    cases: list[Any] = list(enum_type.__members__.values())

    enum_ref = get_type_ref(enum_type)
    description = None if not enum_type.__doc__ else inspect.cleandoc(enum_type.__doc__)
    if (
        description == 'An enumeration.'
    ):  # This is the default value provided by enum.EnumMeta.__new__; don't use it
        description = None
    js_updates = {'title': enum"
tier3_010_merge_field_infos,1.0,"This function merges multiple `FieldInfo` instances into a single instance, keeping only explicitly set attributes and overriding earlier ones with later ones.",,"# Source : https://github.com/pydantic/pydantic/blob/main/pydantic/fields.py (line 577)
# License: MIT
# Complexity: 14
# Tier   : tier3

def merge_field_infos(*field_infos: FieldInfo, **overrides: Any) -> FieldInfo:
    """"""Merge `FieldInfo` instances keeping only explicitly set attributes.

    Later `FieldInfo` instances override earlier ones.

    Returns:
        FieldInfo: A merged FieldInfo instance.
    """"""
    if len(field_infos) == 1:
        # No merging necessary, but we still need to make a copy and apply the overrides
        field_info = field_infos[0]._copy()
        field_info."
tier3_011_find_spec,1.0,"This function is part of a testing framework and is used to find the specification for a given module or file, taking into account various factors such as rewriting rules, import modes, and file existence.",,"# Source : https://github.com/pytest-dev/pytest/blob/main/src/_pytest/assertion/rewrite.py (line 102)
# License: MIT
# Complexity: 12
# Tier   : tier3

def find_spec(
    self,
    name: str,
    path: Sequence[str | bytes] | None = None,
    target: types.ModuleType | None = None,
) -> importlib.machinery.ModuleSpec | None:
    if self._writing_pyc:
        return None
    state = self.config.stash[assertstate_key]
    if self._early_rewrite_bailout(name, state):
        return None
    state.trace(f""find_module called for: {name}"")

    # Type ignored because mypy is confused about the `self"
tier3_012_parse,1.0,"This function parses the given command-line arguments into a configuration object for pytest, allowing it to be used as a base for further configuration and plugin loading.",,"# Source : https://github.com/pytest-dev/pytest/blob/main/src/_pytest/config/__init__.py (line 1485)
# License: MIT
# Complexity: 14
# Tier   : tier3

def parse(self, args: list[str], addopts: bool = True) -> None:
    # Parse given cmdline arguments into this config object.
    assert self.args == [], (
        ""can only parse cmdline args at most once per Config object""
    )

    self.hook.pytest_addhooks.call_historic(
        kwargs=dict(pluginmanager=self.pluginmanager)
    )

    if addopts:
        env_addopts = os.environ.get(""PYTEST_ADDOPTS"", """")
        if len(env_addopts):
        "
tier3_013__get_assertion_exprs,1.0,"This function takes a source code string as input, parses it to extract assertion test expressions from the code, and returns a dictionary mapping line numbers to their corresponding assertion test expressions.",,"# Source : https://github.com/pytest-dev/pytest/blob/main/src/_pytest/assertion/rewrite.py (line 561)
# License: MIT
# Complexity: 19
# Tier   : tier3

def _get_assertion_exprs(src: bytes) -> dict[int, str]:
    """"""Return a mapping from {lineno: ""assertion test expression""}.""""""
    ret: dict[int, str] = {}

    depth = 0
    lines: list[str] = []
    assert_lineno: int | None = None
    seen_lines: set[int] = set()

    def _write_and_reset() -> None:
        nonlocal depth, lines, assert_lineno, seen_lines
        assert assert_lineno is not None
        ret[assert_lineno] = """".join(lines).rs"
tier3_014_size,1.0,"This function retrieves the size of a console, taking into account various factors such as terminal type, environment variables, and pseudo-terminals, to return a named tuple containing the dimensions.",,"# Source : https://github.com/Textualize/rich/blob/master/rich/console.py (line 1011)
# License: MIT
# Complexity: 16
# Tier   : tier3

def size(self) -> ConsoleDimensions:
    """"""Get the size of the console.

    Returns:
        ConsoleDimensions: A named tuple containing the dimensions.
    """"""

    if self._width is not None and self._height is not None:
        return ConsoleDimensions(self._width - self.legacy_windows, self._height)

    if self.is_dumb_terminal:
        return ConsoleDimensions(80, 25)

    width: Optional[int] = None
    height: Optional[int] = None

    streams = _STD"
tier3_015__getini_ini,1.0,"This function is used to parse and coerce configuration values read in INI mode, handling different data types such as strings, lists, integers, floats, and booleans.",,"# Source : https://github.com/pytest-dev/pytest/blob/main/src/_pytest/config/__init__.py (line 1719)
# License: MIT
# Complexity: 17
# Tier   : tier3

def _getini_ini(
    self,
    name: str,
    canonical_name: str,
    type: str,
    value: str | list[str],
    default: Any,
):
    """"""Handle config values read in INI mode.

    In INI mode, values are stored as str or list[str] only, and coerced
    from string based on the registered type.
    """"""
    # Note: some coercions are only required if we are reading from .ini
    # files, because the file format doesn't contain type information, "
tier3_016_visit_table,1.0,"This function generates a string representation of a database table name, taking into account various factors such as schema usage, aliasing, and hints.",,"# Source : https://github.com/sqlalchemy/sqlalchemy/blob/main/lib/sqlalchemy/sql/compiler.py (line 5530)
# License: MIT
# Complexity: 14
# Tier   : tier3

def visit_table(
    self,
    table,
    asfrom=False,
    iscrud=False,
    ashint=False,
    fromhints=None,
    use_schema=True,
    from_linter=None,
    ambiguous_table_name_map=None,
    enclosing_alias=None,
    within_tstring=False,
    **kwargs,
):
    if from_linter:
        from_linter.froms[table] = table.fullname

    if asfrom or ashint or within_tstring:
        effective_schema = self.preparer.schema_for_object(table)

     "
tier3_017_update,1.0,"This function updates the settings of a console object by allowing certain parameters to be set or left unchanged, and returns a copy of the updated console object.",,"# Source : https://github.com/Textualize/rich/blob/master/rich/console.py (line 163)
# License: MIT
# Complexity: 12
# Tier   : tier3

def update(
    self,
    *,
    width: Union[int, NoChange] = NO_CHANGE,
    min_width: Union[int, NoChange] = NO_CHANGE,
    max_width: Union[int, NoChange] = NO_CHANGE,
    justify: Union[Optional[JustifyMethod], NoChange] = NO_CHANGE,
    overflow: Union[Optional[OverflowMethod], NoChange] = NO_CHANGE,
    no_wrap: Union[Optional[bool], NoChange] = NO_CHANGE,
    highlight: Union[Optional[bool], NoChange] = NO_CHANGE,
    markup: Union[Optional[bool], NoCha"
tier3_018__collect_renderables,1.0,"This function collects and combines various types of renderable objects (such as text, emojis, markup, and console output) into a single list of ConsoleRenderable objects that can be rendered together.",,"# Source : https://github.com/Textualize/rich/blob/master/rich/console.py (line 1506)
# License: MIT
# Complexity: 12
# Tier   : tier3

def _collect_renderables(
    self,
    objects: Iterable[Any],
    sep: str,
    end: str,
    *,
    justify: Optional[JustifyMethod] = None,
    emoji: Optional[bool] = None,
    markup: Optional[bool] = None,
    highlight: Optional[bool] = None,
) -> List[ConsoleRenderable]:
    """"""Combine a number of renderables and text into one renderable.

    Args:
        objects (Iterable[Any]): Anything that Rich can render.
        sep (str): String to write betw"
tier3_019_get_dependant,1.0,"This function generates a dependency object for a given FastAPI endpoint by analyzing its signature and dependencies, including OAuth scopes and parameter details.",,"# Source : https://github.com/fastapi/fastapi/blob/master/fastapi/dependencies/utils.py (line 254)
# License: MIT
# Complexity: 17
# Tier   : tier3

def get_dependant(
    *,
    path: str,
    call: Callable[..., Any],
    name: str | None = None,
    own_oauth_scopes: list[str] | None = None,
    parent_oauth_scopes: list[str] | None = None,
    use_cache: bool = True,
    scope: Literal[""function"", ""request""] | None = None,
) -> Dependant:
    dependant = Dependant(
        call=call,
        name=name,
        path=path,
        use_cache=use_cache,
        scope=scope,
        own_oauth_s"
tier3_020___init__,1.0,"This function initializes a Pydantic field with various attributes and settings, such as default value, alias, validation rules, serialization options, and metadata.",,"# Source : https://github.com/pydantic/pydantic/blob/main/pydantic/fields.py (line 228)
# License: MIT
# Complexity: 12
# Tier   : tier3

def __init__(self, **kwargs: Unpack[_FieldInfoInputs]) -> None:
    """"""This class should generally not be initialized directly; instead, use the `pydantic.fields.Field` function
    or one of the constructor classmethods.

    See the signature of `pydantic.fields.Field` for more details about the expected arguments.
    """"""
    # Tracking the explicitly set attributes is necessary to correctly merge `Field()` functions
    # (e.g. with `Annotated[int, Field"
tier3_021_export_svg,1.0,"This function generates an SVG image from the contents of a console, using the Rich library's styling capabilities to create a visually appealing representation of the terminal output.",,"# Source : https://github.com/Textualize/rich/blob/master/rich/console.py (line 2329)
# License: MIT
# Complexity: 19
# Tier   : tier3

def export_svg(
    self,
    *,
    title: str = ""Rich"",
    theme: Optional[TerminalTheme] = None,
    clear: bool = True,
    code_format: str = CONSOLE_SVG_FORMAT,
    font_aspect_ratio: float = 0.61,
    unique_id: Optional[str] = None,
) -> str:
    """"""
    Generate an SVG from the console contents (requires record=True in Console constructor).

    Args:
        title (str, optional): The title of the tab in the output image
        theme (TerminalTheme"
tier3_022_visit_Assert,1.0,"This function rewrites a given Python `assert` statement into a more detailed and informative version that raises an `AssertionError` exception if the assertion fails, providing explanations for the error.",,"# Source : https://github.com/pytest-dev/pytest/blob/main/src/_pytest/assertion/rewrite.py (line 854)
# License: MIT
# Complexity: 15
# Tier   : tier3

def visit_Assert(self, assert_: ast.Assert) -> list[ast.stmt]:
    """"""Return the AST statements to replace the ast.Assert instance.

    This rewrites the test of an assertion to provide
    intermediate values and replace it with an if statement which
    raises an assertion error with a detailed explanation in case
    the expression is false.
    """"""
    if isinstance(assert_.test, ast.Tuple) and len(assert_.test.elts) >= 1:
        import w"
tier3_023__apply_single_annotation,1.0,"This function applies a given metadata object to a Pydantic schema, updating the schema as necessary based on the metadata's attributes and relationships with other schemas.",,"# Source : https://github.com/pydantic/pydantic/blob/main/pydantic/_internal/_generate_schema.py (line 2225)
# License: MIT
# Complexity: 18
# Tier   : tier3

def _apply_single_annotation(
    self,
    schema: core_schema.CoreSchema,
    metadata: Any,
    check_unsupported_field_info_attributes: bool = True,
) -> core_schema.CoreSchema:
    FieldInfo = import_cached_field_info()

    if isinstance(metadata, FieldInfo):
        if (
            check_unsupported_field_info_attributes
            # HACK: we don't want to emit the warning for `FieldInfo` subclasses, because FastAPI does weird m"
tier3_024__resolve_host,1.0,"This function resolves a host and returns a list of addresses, using caching and throttling to optimize DNS lookups.",,"# Source : https://github.com/aio-libs/aiohttp/blob/master/aiohttp/connector.py (line 1044)
# License: Apache-2.0
# Complexity: 17
# Tier   : tier3

async def _resolve_host(
    self, host: str, port: int, traces: Sequence[""Trace""] | None = None
) -> list[ResolveResult]:
    """"""Resolve host and return list of addresses.""""""
    if is_ip_address(host):
        return [
            {
                ""hostname"": host,
                ""host"": host,
                ""port"": port,
                ""family"": self._family,
                ""proto"": 0,
                ""flags"": 0,
            }
        ]

 "
tier3_025_http_range,1.0,This function parses the Range HTTP header from an aiohttp request and returns a slice object representing the requested portion of the content.,,"# Source : https://github.com/aio-libs/aiohttp/blob/master/aiohttp/web_request.py (line 566)
# License: Apache-2.0
# Complexity: 11
# Tier   : tier3

def http_range(self) -> ""slice[int, int, int]"":
    """"""The content of Range HTTP header.

    Return a slice instance.

    """"""
    rng = self._headers.get(hdrs.RANGE)
    start, end = None, None
    if rng is not None:
        try:
            pattern = r""^bytes=(\d*)-(\d*)$""
            start, end = re.findall(pattern, rng, re.ASCII)[0]
        except IndexError:  # pattern was not found in header
            raise ValueError(""range not in acce"
tier4_001___init__,1.0,"This function initializes a FastAPI API route, setting various attributes such as the endpoint, response model, status code, and dependencies, which are used to define the behavior of the route.",,"# Source : https://github.com/fastapi/fastapi/blob/master/fastapi/routing.py (line 572)
# License: MIT
# Complexity: 23
# Tier   : tier4

def __init__(
    self,
    path: str,
    endpoint: Callable[..., Any],
    *,
    response_model: Any = Default(None),
    status_code: int | None = None,
    tags: list[str | Enum] | None = None,
    dependencies: Sequence[params.Depends] | None = None,
    summary: str | None = None,
    description: str | None = None,
    response_description: str = ""Successful Response"",
    responses: dict[int | str, dict[str, Any]] | None = None,
    deprecated: bool"
tier4_002_render,1.0,"This function renders console markup into a Text instance, allowing for styling and formatting of text with tags, emojis, and other features.",,"# Source : https://github.com/Textualize/rich/blob/master/rich/markup.py (line 106)
# License: MIT
# Complexity: 21
# Tier   : tier4

def render(
    markup: str,
    style: Union[str, Style] = """",
    emoji: bool = True,
    emoji_variant: Optional[EmojiVariant] = None,
) -> Text:
    """"""Render console markup in to a Text instance.

    Args:
        markup (str): A string containing console markup.
        style: (Union[str, Style]): The style to use.
        emoji (bool, optional): Also render emoji code. Defaults to True.
        emoji_variant (str, optional): Optional emoji variant, eithe"
tier4_003__request,1.0,This function sends an HTTP request to a specified URL using the aiohttp library and returns a response object.,,"# Source : https://github.com/aio-libs/aiohttp/blob/master/aiohttp/client.py (line 476)
# License: Apache-2.0
# Complexity: 95
# Tier   : tier4

async def _request(
    self,
    method: str,
    str_or_url: StrOrURL,
    *,
    params: Query = None,
    data: Any = None,
    json: Any = None,
    cookies: LooseCookies | None = None,
    headers: LooseHeaders | None = None,
    skip_auto_headers: Iterable[str] | None = None,
    auth: BasicAuth | None = None,
    allow_redirects: bool = True,
    max_redirects: int = 10,
    compress: str | bool = False,
    chunked: bool | None = None,
    ex"
tier4_004___init__,1.0,"This function initializes a console object, setting various attributes and options for rendering text in a terminal or other output environment.",,"# Source : https://github.com/Textualize/rich/blob/master/rich/console.py (line 625)
# License: MIT
# Complexity: 32
# Tier   : tier4

def __init__(
    self,
    *,
    color_system: Optional[
        Literal[""auto"", ""standard"", ""256"", ""truecolor"", ""windows""]
    ] = ""auto"",
    force_terminal: Optional[bool] = None,
    force_jupyter: Optional[bool] = None,
    force_interactive: Optional[bool] = None,
    soft_wrap: bool = False,
    theme: Optional[Theme] = None,
    stderr: bool = False,
    file: Optional[IO[str]] = None,
    quiet: bool = False,
    width: Optional[int] = None,
    heig"
tier4_005_visit_cte,1.0,"This function is part of a SQL compiler and is responsible for handling Common Table Expressions (CTEs) in SQL queries, including checking for duplicate CTEs with the same name, resolving aliases, and generating the final compiled text for the CTE.",,"# Source : https://github.com/sqlalchemy/sqlalchemy/blob/main/lib/sqlalchemy/sql/compiler.py (line 4212)
# License: MIT
# Complexity: 45
# Tier   : tier4

def visit_cte(
    self,
    cte: CTE,
    asfrom: bool = False,
    ashint: bool = False,
    fromhints: Optional[_FromHintsType] = None,
    visiting_cte: Optional[CTE] = None,
    from_linter: Optional[FromLinter] = None,
    cte_opts: selectable._CTEOpts = selectable._CTEOpts(False),
    **kwargs: Any,
) -> Optional[str]:
    self_ctes = self._init_cte_state()
    assert self_ctes is self.ctes

    kwargs[""visiting_cte""] = cte

    cte_n"
tier4_006_visit_bindparam,1.0,"This function is part of a SQL compiler and is responsible for processing bind parameters, which are placeholders in SQL queries that are replaced with actual values at execution time. It handles various scenarios such as detecting parametrized bindparams in upsert SET clauses, rendering literal bindparam expressions, and handling conflicts between bind parameter names.",,"# Source : https://github.com/sqlalchemy/sqlalchemy/blob/main/lib/sqlalchemy/sql/compiler.py (line 3849)
# License: MIT
# Complexity: 37
# Tier   : tier4

def visit_bindparam(
    self,
    bindparam,
    within_columns_clause=False,
    literal_binds=False,
    skip_bind_expression=False,
    literal_execute=False,
    render_postcompile=False,
    is_upsert_set=False,
    **kwargs,
):
    # Detect parametrized bindparams in upsert SET clause for issue #13130
    if (
        is_upsert_set
        and bindparam.value is None
        and bindparam.callable is None
        and self._insertmanyv"
tier4_007_include_router,1.0,"This function includes another `APIRouter` instance into the current one, allowing for nested routing and organization of API endpoints.",,"# Source : https://github.com/fastapi/fastapi/blob/master/fastapi/routing.py (line 1270)
# License: MIT
# Complexity: 29
# Tier   : tier4

def include_router(
    self,
    router: Annotated[""APIRouter"", Doc(""The `APIRouter` to include."")],
    *,
    prefix: Annotated[str, Doc(""An optional path prefix for the router."")] = """",
    tags: Annotated[
        list[str | Enum] | None,
        Doc(
            """"""
            A list of tags to be applied to all the *path operations* in this
            router.

            It will be added to the generated OpenAPI (e.g. visible at `/docs`).

       "
tier4_008_run,1.0,This function rewrites assert statements in a given Python module by inserting special imports at the top of the module and transforming the original assert statements to use these new imports.,,"# Source : https://github.com/pytest-dev/pytest/blob/main/src/_pytest/assertion/rewrite.py (line 692)
# License: MIT
# Complexity: 22
# Tier   : tier4

def run(self, mod: ast.Module) -> None:
    """"""Find all assert statements in *mod* and rewrite them.""""""
    if not mod.body:
        # Nothing to do.
        return

    # We'll insert some special imports at the top of the module, but after any
    # docstrings and __future__ imports, so first figure out where that is.
    doc = getattr(mod, ""docstring"", None)
    expect_docstring = doc is None
    if doc is not None and self.is_rewrite_disabl"
tier4_009_construct_params,1.0,"This function constructs a dictionary of bind parameter keys and values for a SQL query, taking into account various parameters such as escaped names, required values, and callable parameters.",,"# Source : https://github.com/sqlalchemy/sqlalchemy/blob/main/lib/sqlalchemy/sql/compiler.py (line 1905)
# License: MIT
# Complexity: 33
# Tier   : tier4

def construct_params(
    self,
    params: Optional[_CoreSingleExecuteParams] = None,
    extracted_parameters: Optional[Sequence[BindParameter[Any]]] = None,
    escape_names: bool = True,
    _group_number: Optional[int] = None,
    _check: bool = True,
    _no_postcompile: bool = False,
    _collected_params: _CoreSingleExecuteParams | None = None,
) -> _MutableCoreSingleExecuteParams:
    """"""return a dictionary of bind parameter keys an"
tier4_010__getini_toml,1.0,"This function validates and processes TOML configuration values with strict type validation, ensuring that the provided value matches the expected type exactly, including list items, without any coercion or conversion.",,"# Source : https://github.com/pytest-dev/pytest/blob/main/src/_pytest/config/__init__.py (line 1780)
# License: MIT
# Complexity: 21
# Tier   : tier4

def _getini_toml(
    self,
    name: str,
    canonical_name: str,
    type: str,
    value: object,
    default: Any,
):
    """"""Handle TOML config values with strict type validation and no coercion.

    In TOML mode, values already have native types from TOML parsing.
    We validate types match expectations exactly, including list items.
    """"""
    value_type = builtins.type(value).__name__
    if type == ""paths"":
        # Expect a list of"
tier4_011__dataclass_schema,1.0,"This function generates a Pydantic dataclass schema, which is a JSON representation of the structure and validation rules for a Python class that conforms to the Pydantic dataclass specification.",,"# Source : https://github.com/pydantic/pydantic/blob/main/pydantic/_internal/_generate_schema.py (line 1808)
# License: MIT
# Complexity: 21
# Tier   : tier4

def _dataclass_schema(
    self, dataclass: type[StandardDataclass], origin: type[StandardDataclass] | None
) -> core_schema.CoreSchema:
    """"""Generate schema for a dataclass.""""""
    with (
        self.model_type_stack.push(dataclass),
        self.defs.get_schema_or_ref(dataclass) as (
            dataclass_ref,
            maybe_schema,
        ),
    ):
        if maybe_schema is not None:
            return maybe_schema

        sc"
tier4_012_Field,1.0,"This function creates a field for objects that can be configured, allowing users to provide extra information about the field, such as its default value, alias, and validation rules.",,"# Source : https://github.com/pydantic/pydantic/blob/main/pydantic/fields.py (line 1178)
# License: MIT
# Complexity: 21
# Tier   : tier4

def Field(  # noqa: C901
    default: Any = PydanticUndefined,
    *,
    default_factory: Callable[[], Any] | Callable[[dict[str, Any]], Any] | None = _Unset,
    alias: str | None = _Unset,
    alias_priority: int | None = _Unset,
    validation_alias: str | AliasPath | AliasChoices | None = _Unset,
    serialization_alias: str | None = _Unset,
    title: str | None = _Unset,
    field_title_generator: Callable[[str, FieldInfo], str] | None = _Unset,
    "
tier4_013___init__,1.0,"This function initializes a new SQLCompiler object, which is used to compile and execute SQL statements, by setting various attributes such as dialect, statement, cache key, column keys, and others.",,"# Source : https://github.com/sqlalchemy/sqlalchemy/blob/main/lib/sqlalchemy/sql/compiler.py (line 1428)
# License: MIT
# Complexity: 30
# Tier   : tier4

def __init__(
    self,
    dialect: Dialect,
    statement: Optional[ClauseElement],
    cache_key: Optional[CacheKey] = None,
    column_keys: Optional[Sequence[str]] = None,
    for_executemany: bool = False,
    linting: Linting = NO_LINTING,
    _supporting_against: Optional[SQLCompiler] = None,
    **kwargs: Any,
):
    """"""Construct a new :class:`.SQLCompiler` object.

    :param dialect: :class:`.Dialect` to be used

    :param statem"
tier4_014_parametrize,1.0,"This function, `parametrize`, is a decorator that allows a test function to be executed multiple times with different sets of arguments, enabling the testing of multiple scenarios or edge cases in a single test.",,"# Source : https://github.com/pytest-dev/pytest/blob/main/src/_pytest/python.py (line 1207)
# License: MIT
# Complexity: 24
# Tier   : tier4

def parametrize(
    self,
    argnames: str | Sequence[str],
    argvalues: Iterable[ParameterSet | Sequence[object] | object],
    indirect: bool | Sequence[str] = False,
    ids: Iterable[object | None] | Callable[[Any], object | None] | None = None,
    scope: _ScopeName | None = None,
    *,
    _param_mark: Mark | None = None,
) -> None:
    """"""Add new invocations to the underlying test function using the list
    of argvalues for the given argname"
tier4_015__exec_single_context,1.0,"This function executes a SQL statement or multiple statements on a database connection, handling various parameters such as input sizes, caching, and event dispatching for different dialects.",,"# Source : https://github.com/sqlalchemy/sqlalchemy/blob/main/lib/sqlalchemy/engine/base.py (line 1824)
# License: MIT
# Complexity: 28
# Tier   : tier4

def _exec_single_context(
    self,
    dialect: Dialect,
    context: ExecutionContext,
    statement: Union[str, Compiled],
    parameters: Optional[_AnyMultiExecuteParams],
) -> CursorResult[Unpack[TupleAny]]:
    """"""continue the _execute_context() method for a single DBAPI
    cursor.execute() or cursor.executemany() call.

    """"""
    if dialect.bind_typing is BindTyping.SETINPUTSIZES:
        generic_setinputsizes = context._prepare_set"
tier4_016_app,1.0,"This function is the main entry point for a FastAPI application, responsible for handling incoming HTTP requests and returning responses.",,"# Source : https://github.com/fastapi/fastapi/blob/master/fastapi/routing.py (line 341)
# License: MIT
# Complexity: 27
# Tier   : tier4

async def app(request: Request) -> Response:
    response: Response | None = None
    file_stack = request.scope.get(""fastapi_middleware_astack"")
    assert isinstance(file_stack, AsyncExitStack), (
        ""fastapi_middleware_astack not found in request scope""
    )

    # Extract endpoint context for error messages
    endpoint_ctx = (
        _extract_endpoint_context(dependant.call)
        if dependant.call
        else EndpointContext()
    )

    if d"
tier4_017_visit_delete,1.0,"This function generates the SQL code for a DELETE statement, including any necessary prefixes, table clause, and additional clauses such as WHERE or RETURNING statements.",,"# Source : https://github.com/sqlalchemy/sqlalchemy/blob/main/lib/sqlalchemy/sql/compiler.py (line 6710)
# License: MIT
# Complexity: 29
# Tier   : tier4

def visit_delete(self, delete_stmt, visiting_cte=None, **kw):
    compile_state = delete_stmt._compile_state_factory(
        delete_stmt, self, **kw
    )
    delete_stmt = compile_state.statement

    if visiting_cte is not None:
        kw[""visiting_cte""] = visiting_cte
        toplevel = False
    else:
        toplevel = not self.stack

    if toplevel:
        self.isdelete = True
        if not self.dml_compile_state:
            self"
